batch,path,tick,policy,eligible,floating_choice,exact_canonical_choice,exact_regret,canonical_tie_difference
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/edf/lambda0/events.jsonl.gz,13,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/edf/lambda0/events.jsonl.gz,14,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/edf/lambda0/events.jsonl.gz,15,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/edf/lambda0/events.jsonl.gz,16,edf,2,a0j2,a0j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/edf/lambda0/events.jsonl.gz,17,edf,5,a4j2,a4j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/edf/lambda0/events.jsonl.gz,18,edf,4,a4j2,a4j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/edf/lambda0/events.jsonl.gz,19,edf,3,a4j2,a4j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/edf/lambda0/events.jsonl.gz,20,edf,2,a4j2,a4j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/edf/lambda0/events.jsonl.gz,21,edf,1,a5j2,a5j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/edf/lambda0/events.jsonl.gz,22,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/edf/lambda0/events.jsonl.gz,23,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,0,fcfs,3,a4j0,a4j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,1,fcfs,4,a4j0,a4j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,2,fcfs,3,a5j0,a5j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,3,fcfs,1,a2j0,a2j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,4,fcfs,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,5,fcfs,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,6,fcfs,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,7,fcfs,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,8,fcfs,3,a1j1,a1j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,9,fcfs,4,a2j1,a2j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,10,fcfs,3,a4j1,a4j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,11,fcfs,1,a5j1,a5j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,12,fcfs,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,13,fcfs,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,14,fcfs,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,15,fcfs,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,16,fcfs,2,a0j2,a0j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,17,fcfs,5,a4j2,a4j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,18,fcfs,4,a1j2,a1j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,19,fcfs,3,a4j2,a4j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,20,fcfs,2,a4j2,a4j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,21,fcfs,1,a5j2,a5j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,22,fcfs,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/fcfs/lambda0/events.jsonl.gz,23,fcfs,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,0,greedy,3,a4j0,a4j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,1,greedy,4,a2j0,a2j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,2,greedy,2,a5j0,a5j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,3,greedy,1,a2j0,a2j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,4,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,5,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,6,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,7,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,8,greedy,3,a1j1,a1j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,9,greedy,4,a1j1,a1j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,10,greedy,2,a4j1,a4j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,11,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,12,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,13,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,14,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,15,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,16,greedy,2,a0j2,a0j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,17,greedy,5,a4j2,a4j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,18,greedy,4,a1j2,a1j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,19,greedy,3,a4j2,a4j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,20,greedy,2,a4j2,a4j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,21,greedy,1,a4j2,a4j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,22,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s1/frozen/greedy/lambda0/events.jsonl.gz,23,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/delay/lambda0/events.jsonl.gz,0,delay,3,a4j0,a4j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/delay/lambda0/events.jsonl.gz,2,delay,2,a1j0,a1j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/delay/lambda0/events.jsonl.gz,4,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/delay/lambda0/events.jsonl.gz,5,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/delay/lambda0/events.jsonl.gz,6,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/delay/lambda0/events.jsonl.gz,7,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/delay/lambda0/events.jsonl.gz,8,delay,3,a2j1,a2j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/delay/lambda0/events.jsonl.gz,10,delay,2,a0j1,a0j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/delay/lambda0/events.jsonl.gz,12,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/delay/lambda0/events.jsonl.gz,13,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/delay/lambda0/events.jsonl.gz,14,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/delay/lambda0/events.jsonl.gz,15,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/delay/lambda0/events.jsonl.gz,16,delay,2,a0j2,a0j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/delay/lambda0/events.jsonl.gz,18,delay,4,a2j2,a2j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/delay/lambda0/events.jsonl.gz,20,delay,3,a3j2,a3j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/delay/lambda0/events.jsonl.gz,22,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/delay/lambda0/events.jsonl.gz,23,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/edf/lambda0/events.jsonl.gz,0,edf,3,a4j0,a4j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/edf/lambda0/events.jsonl.gz,2,edf,3,a1j0,a1j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/edf/lambda0/events.jsonl.gz,4,edf,1,a4j0,a4j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/edf/lambda0/events.jsonl.gz,6,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/edf/lambda0/events.jsonl.gz,7,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/edf/lambda0/events.jsonl.gz,8,edf,3,a2j1,a2j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/edf/lambda0/events.jsonl.gz,10,edf,3,a0j1,a0j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/edf/lambda0/events.jsonl.gz,12,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/edf/lambda0/events.jsonl.gz,13,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/edf/lambda0/events.jsonl.gz,14,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/edf/lambda0/events.jsonl.gz,15,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/edf/lambda0/events.jsonl.gz,16,edf,2,a0j2,a0j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/edf/lambda0/events.jsonl.gz,18,edf,4,a2j2,a2j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/edf/lambda0/events.jsonl.gz,20,edf,3,a3j2,a3j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/edf/lambda0/events.jsonl.gz,22,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/edf/lambda0/events.jsonl.gz,23,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/fcfs/lambda0/events.jsonl.gz,0,fcfs,3,a4j0,a4j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/fcfs/lambda0/events.jsonl.gz,2,fcfs,3,a1j0,a1j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/fcfs/lambda0/events.jsonl.gz,4,fcfs,1,a4j0,a4j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/fcfs/lambda0/events.jsonl.gz,6,fcfs,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/fcfs/lambda0/events.jsonl.gz,7,fcfs,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/fcfs/lambda0/events.jsonl.gz,8,fcfs,3,a2j1,a2j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/fcfs/lambda0/events.jsonl.gz,10,fcfs,2,a2j1,a2j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/fcfs/lambda0/events.jsonl.gz,12,fcfs,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/fcfs/lambda0/events.jsonl.gz,13,fcfs,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/fcfs/lambda0/events.jsonl.gz,14,fcfs,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/fcfs/lambda0/events.jsonl.gz,15,fcfs,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/fcfs/lambda0/events.jsonl.gz,16,fcfs,2,a0j2,a0j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/fcfs/lambda0/events.jsonl.gz,18,fcfs,4,a2j2,a2j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/fcfs/lambda0/events.jsonl.gz,20,fcfs,2,a5j2,a5j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/fcfs/lambda0/events.jsonl.gz,22,fcfs,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/fcfs/lambda0/events.jsonl.gz,23,fcfs,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/greedy/lambda0/events.jsonl.gz,0,greedy,3,a4j0,a4j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/greedy/lambda0/events.jsonl.gz,2,greedy,2,a1j0,a1j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/greedy/lambda0/events.jsonl.gz,4,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/greedy/lambda0/events.jsonl.gz,5,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/greedy/lambda0/events.jsonl.gz,6,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/greedy/lambda0/events.jsonl.gz,7,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/greedy/lambda0/events.jsonl.gz,8,greedy,3,a2j1,a2j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/greedy/lambda0/events.jsonl.gz,10,greedy,2,a0j1,a0j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/greedy/lambda0/events.jsonl.gz,12,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/greedy/lambda0/events.jsonl.gz,13,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/greedy/lambda0/events.jsonl.gz,14,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/greedy/lambda0/events.jsonl.gz,15,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/greedy/lambda0/events.jsonl.gz,16,greedy,2,a0j2,a0j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/greedy/lambda0/events.jsonl.gz,18,greedy,4,a2j2,a2j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/greedy/lambda0/events.jsonl.gz,20,greedy,3,a3j2,a3j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/greedy/lambda0/events.jsonl.gz,22,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/410/a6/s2/frozen/greedy/lambda0/events.jsonl.gz,23,greedy,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,0,delay,3,a1j0,a1j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,1,delay,2,a2j0,a2j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,2,delay,1,a0j0,a0j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,3,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,4,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,5,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,6,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,7,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,8,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,9,delay,3,a2j1,a2j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,10,delay,2,a0j1,a0j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,11,delay,1,a1j1,a1j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,12,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,13,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,14,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,15,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,16,delay,1,a2j2,a2j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,17,delay,2,a0j2,a0j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,18,delay,1,a1j2,a1j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,19,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,20,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,21,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,22,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/delay/lambda0/events.jsonl.gz,23,delay,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,0,edf,3,a1j0,a1j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,1,edf,2,a1j0,a1j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,2,edf,1,a1j0,a1j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,3,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,4,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,5,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,6,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,7,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,8,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,9,edf,3,a2j1,a2j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,10,edf,2,a2j1,a2j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,11,edf,1,a1j1,a1j1,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,12,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,13,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,14,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,15,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,16,edf,1,a2j2,a2j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,17,edf,2,a0j2,a0j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,18,edf,1,a1j2,a1j2,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,19,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,20,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,21,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,22,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/edf/lambda0/events.jsonl.gz,23,edf,0,,,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/fcfs/lambda0/events.jsonl.gz,0,fcfs,3,a1j0,a1j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/fcfs/lambda0/events.jsonl.gz,1,fcfs,2,a2j0,a2j0,0.0,False
development_pilot,batches/development_pilot/episodes/larger_pilot/larger/411/a3/s1/frozen/fcfs/lambda0/events.jsonl.gz,2,fcfs,0,,,0.0,False
