id,replicate,method,budget,error_weight,failed_calls,tasks,project_correct,correct,incorrect,unfinished,loss,questions,distinct_questions,repeated_questions,incorrect_scope_transfers,unresolved_responses,scope_questions,initial_predicted_loss,final_predicted_loss,predicted_benefit,realized_benefit,planning_nodes,planning_caps
MUL1139.json,1,generic2,6,4.0,0,2,1,2,0,0,0,3,3,0,0,0,0,1.8181818181818183,0.0,1.8181818181818183,1.0,27,0
MUL1139.json,1,generic2,unlimited,4.0,0,2,1,2,0,0,0,3,3,0,0,0,0,1.8181818181818183,0.0,1.8181818181818183,1.0,27,0
MUL1139.json,1,no_scope,0,4.0,0,2,0,1,0,1,1.0,0,0,0,0,0,0,1.8181818181818183,1.8181818181818183,0.0,0.0,1,0
MUL1139.json,1,no_scope,1,4.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,1.8181818181818183,1.0,0.8181818181818183,0.0,7,0
MUL1139.json,1,no_scope,2,4.0,0,2,1,2,0,0,0,2,2,0,0,0,0,1.8181818181818183,0.547945205479452,1.2702366127023663,1.0,20,0
MUL1139.json,1,no_scope,4,4.0,0,2,1,2,0,0,0,3,3,0,0,0,0,1.8181818181818183,0.0,1.8181818181818183,1.0,27,0
MUL1139.json,1,no_scope,6,4.0,0,2,1,2,0,0,0,3,3,0,0,0,0,1.8181818181818183,0.0,1.8181818181818183,1.0,27,0
MUL1139.json,1,no_scope,unlimited,4.0,0,2,1,2,0,0,0,3,3,0,0,0,0,1.8181818181818183,0.0,1.8181818181818183,1.0,27,0
MUL1139.json,1,request_specific,0,4.0,0,2,0,1,0,1,1.0,0,0,0,0,0,0,1.8181818181818183,1.8181818181818183,0.0,0.0,1,0
MUL1139.json,1,request_specific,1,4.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,1.8181818181818183,1.0,0.8181818181818183,0.0,7,0
MUL1139.json,1,request_specific,2,4.0,0,2,1,2,0,0,0,2,2,0,0,0,0,1.8181818181818183,0.547945205479452,1.2702366127023663,1.0,20,0
MUL1139.json,1,request_specific,4,4.0,0,2,1,2,0,0,0,3,3,0,0,0,0,1.8181818181818183,0.0,1.8181818181818183,1.0,27,0
MUL1139.json,1,request_specific,6,4.0,0,2,1,2,0,0,0,3,3,0,0,0,0,1.8181818181818183,0.0,1.8181818181818183,1.0,27,0
MUL1139.json,1,request_specific,unlimited,4.0,0,2,1,2,0,0,0,3,3,0,0,0,0,1.8181818181818183,0.0,1.8181818181818183,1.0,27,0
MUL1139.json,1,ideal_depth2,0,4.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1139.json,1,ideal_depth2,1,4.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1139.json,1,ideal_depth2,2,4.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1139.json,1,ideal_depth2,4,4.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1139.json,1,ideal_depth2,6,4.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1139.json,1,ideal_depth2,unlimited,4.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1139.json,1,semantic_memory,0,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1139.json,1,semantic_memory,1,8.0,0,2,0,0,0,2,2.0,1,1,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1139.json,1,semantic_memory,2,8.0,0,2,0,0,0,2,2.0,1,1,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1139.json,1,semantic_memory,4,8.0,0,2,0,0,0,2,2.0,1,1,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1139.json,1,semantic_memory,6,8.0,0,2,0,0,0,2,2.0,1,1,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1139.json,1,semantic_memory,unlimited,8.0,0,2,0,0,0,2,2.0,1,1,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1139.json,1,full_history,0,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1139.json,1,full_history,1,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1139.json,1,full_history,2,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1139.json,1,full_history,4,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1139.json,1,full_history,6,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1139.json,1,full_history,unlimited,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1139.json,1,one_step,0,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL1139.json,1,one_step,1,8.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.0,1.0,1.0,7,0
MUL1139.json,1,one_step,2,8.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.0,1.0,1.0,10,0
MUL1139.json,1,one_step,4,8.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.0,1.0,1.0,10,0
MUL1139.json,1,one_step,6,8.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.0,1.0,1.0,10,0
MUL1139.json,1,one_step,unlimited,8.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.0,1.0,1.0,10,0
MUL1139.json,1,completion,0,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1139.json,1,completion,1,8.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.0,1.0,1.0,0,0
MUL1139.json,1,completion,2,8.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,0,0
MUL1139.json,1,completion,4,8.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.0,2.0,2.0,0,0
MUL1139.json,1,completion,6,8.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.0,2.0,2.0,0,0
MUL1139.json,1,completion,unlimited,8.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.0,2.0,2.0,0,0
MUL1139.json,1,depth2,0,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL1139.json,1,depth2,1,8.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.0,1.0,1.0,7,0
MUL1139.json,1,depth2,2,8.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.0,1.0,1.0,18,0
MUL1139.json,1,depth2,4,8.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.0,2.0,2.0,23,0
MUL1139.json,1,depth2,6,8.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.0,2.0,2.0,23,0
MUL1139.json,1,depth2,unlimited,8.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.0,2.0,2.0,23,0
MUL1139.json,1,depth3,0,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL1139.json,1,depth3,1,8.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.0,1.0,1.0,7,0
MUL1139.json,1,depth3,2,8.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.0,1.0,1.0,18,0
MUL1139.json,1,depth3,4,8.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.0,2.0,2.0,28,0
MUL1139.json,1,depth3,6,8.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.0,2.0,2.0,28,0
MUL1139.json,1,depth3,unlimited,8.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.0,2.0,2.0,28,0
MUL1139.json,1,generic2,0,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL1139.json,1,generic2,1,8.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.0,1.0,1.0,7,0
MUL1139.json,1,generic2,2,8.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.0,1.0,1.0,18,0
MUL1139.json,1,generic2,4,8.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.0,2.0,2.0,23,0
MUL1139.json,1,generic2,6,8.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.0,2.0,2.0,23,0
MUL1139.json,1,generic2,unlimited,8.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.0,2.0,2.0,23,0
MUL1139.json,1,no_scope,0,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL1139.json,1,no_scope,1,8.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.0,1.0,1.0,7,0
MUL1139.json,1,no_scope,2,8.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.0,1.0,1.0,18,0
MUL1139.json,1,no_scope,4,8.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.0,2.0,2.0,23,0
MUL1139.json,1,no_scope,6,8.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.0,2.0,2.0,23,0
MUL1139.json,1,no_scope,unlimited,8.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.0,2.0,2.0,23,0
MUL1139.json,1,request_specific,0,8.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL1139.json,1,request_specific,1,8.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.0,1.0,1.0,7,0
MUL1139.json,1,request_specific,2,8.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.0,1.0,1.0,18,0
MUL1139.json,1,request_specific,4,8.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.0,2.0,2.0,23,0
MUL1139.json,1,request_specific,6,8.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.0,2.0,2.0,23,0
MUL1139.json,1,request_specific,unlimited,8.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.0,2.0,2.0,23,0
MUL1139.json,1,ideal_depth2,0,8.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1139.json,1,ideal_depth2,1,8.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1139.json,1,ideal_depth2,2,8.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1139.json,1,ideal_depth2,4,8.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1139.json,1,ideal_depth2,6,8.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1139.json,1,ideal_depth2,unlimited,8.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1159.json,0,semantic_memory,0,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1159.json,0,semantic_memory,1,2.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.4090909090909092,0.5909090909090908,1.0,0,0
MUL1159.json,0,semantic_memory,2,2.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.4090909090909092,0.5909090909090908,1.0,0,0
MUL1159.json,0,semantic_memory,4,2.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.40909090909090917,1.5909090909090908,2.0,0,0
MUL1159.json,0,semantic_memory,6,2.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.40909090909090917,1.5909090909090908,2.0,0,0
MUL1159.json,0,semantic_memory,unlimited,2.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.40909090909090917,1.5909090909090908,2.0,0,0
MUL1159.json,0,full_history,0,2.0,0,2,0,1,1,0,2.0,0,0,0,0,0,0,0.8784672625369854,0.8784672625369854,0.0,0.0,0,0
MUL1159.json,0,full_history,1,2.0,0,2,0,1,1,0,2.0,0,0,0,0,0,0,0.8784672625369854,0.8784672625369854,0.0,0.0,0,0
MUL1159.json,0,full_history,2,2.0,0,2,0,1,1,0,2.0,0,0,0,0,0,0,0.8784672625369854,0.8784672625369854,0.0,0.0,0,0
MUL1159.json,0,full_history,4,2.0,0,2,0,1,1,0,2.0,0,0,0,0,0,0,0.8784672625369854,0.8784672625369854,0.0,0.0,0,0
MUL1159.json,0,full_history,6,2.0,0,2,0,1,1,0,2.0,0,0,0,0,0,0,0.8784672625369854,0.8784672625369854,0.0,0.0,0,0
MUL1159.json,0,full_history,unlimited,2.0,0,2,0,1,1,0,2.0,0,0,0,0,0,0,0.8784672625369854,0.8784672625369854,0.0,0.0,0,0
MUL1159.json,0,one_step,0,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL1159.json,0,one_step,1,2.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.4090909090909092,0.5909090909090908,1.0,7,0
MUL1159.json,0,one_step,2,2.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,12,0
MUL1159.json,0,one_step,4,2.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,14,0
MUL1159.json,0,one_step,6,2.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,14,0
MUL1159.json,0,one_step,unlimited,2.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,14,0
MUL1159.json,0,completion,0,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1159.json,0,completion,1,2.0,0,2,0,0,0,2,2.0,1,1,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1159.json,0,completion,2,2.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,0,0
MUL1159.json,0,completion,4,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,0,0
MUL1159.json,0,completion,6,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,0,0
MUL1159.json,0,completion,unlimited,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,0,0
MUL1159.json,0,depth2,0,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL1159.json,0,depth2,1,2.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.4090909090909092,0.5909090909090908,1.0,7,0
MUL1159.json,0,depth2,2,2.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,21,0
MUL1159.json,0,depth2,4,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,depth2,6,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,depth2,unlimited,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,depth3,0,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL1159.json,0,depth3,1,2.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.4090909090909092,0.5909090909090908,1.0,7,0
MUL1159.json,0,depth3,2,2.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,21,0
MUL1159.json,0,depth3,4,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,44,0
MUL1159.json,0,depth3,6,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,44,0
MUL1159.json,0,depth3,unlimited,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,44,0
MUL1159.json,0,generic2,0,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL1159.json,0,generic2,1,2.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.4090909090909092,0.5909090909090908,1.0,7,0
MUL1159.json,0,generic2,2,2.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,21,0
MUL1159.json,0,generic2,4,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,generic2,6,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,generic2,unlimited,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,no_scope,0,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL1159.json,0,no_scope,1,2.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.4090909090909092,0.5909090909090908,1.0,7,0
MUL1159.json,0,no_scope,2,2.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,21,0
MUL1159.json,0,no_scope,4,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,no_scope,6,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,no_scope,unlimited,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,request_specific,0,2.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL1159.json,0,request_specific,1,2.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.4090909090909092,0.5909090909090908,1.0,7,0
MUL1159.json,0,request_specific,2,2.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,21,0
MUL1159.json,0,request_specific,4,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,request_specific,6,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,request_specific,unlimited,2.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,ideal_depth2,0,2.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1159.json,0,ideal_depth2,1,2.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1159.json,0,ideal_depth2,2,2.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1159.json,0,ideal_depth2,4,2.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1159.json,0,ideal_depth2,6,2.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1159.json,0,ideal_depth2,unlimited,2.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1159.json,0,semantic_memory,0,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1159.json,0,semantic_memory,1,4.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.8181818181818183,0.18181818181818166,1.0,0,0
MUL1159.json,0,semantic_memory,2,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.8181818181818183,0.18181818181818166,1.0,0,0
MUL1159.json,0,semantic_memory,4,4.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.8181818181818183,1.1818181818181817,2.0,0,0
MUL1159.json,0,semantic_memory,6,4.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.8181818181818183,1.1818181818181817,2.0,0,0
MUL1159.json,0,semantic_memory,unlimited,4.0,0,2,1,2,0,0,0,3,3,0,0,0,0,2.0,0.8181818181818183,1.1818181818181817,2.0,0,0
MUL1159.json,0,full_history,0,4.0,0,2,0,1,1,0,4.0,0,0,0,0,0,0,1.7569345250739707,1.7569345250739707,0.0,0.0,0,0
MUL1159.json,0,full_history,1,4.0,0,2,0,1,1,0,4.0,0,0,0,0,0,0,1.7569345250739707,1.7569345250739707,0.0,0.0,0,0
MUL1159.json,0,full_history,2,4.0,0,2,0,1,1,0,4.0,0,0,0,0,0,0,1.7569345250739707,1.7569345250739707,0.0,0.0,0,0
MUL1159.json,0,full_history,4,4.0,0,2,0,1,1,0,4.0,0,0,0,0,0,0,1.7569345250739707,1.7569345250739707,0.0,0.0,0,0
MUL1159.json,0,full_history,6,4.0,0,2,0,1,1,0,4.0,0,0,0,0,0,0,1.7569345250739707,1.7569345250739707,0.0,0.0,0,0
MUL1159.json,0,full_history,unlimited,4.0,0,2,0,1,1,0,4.0,0,0,0,0,0,0,1.7569345250739707,1.7569345250739707,0.0,0.0,0,0
MUL1159.json,0,one_step,0,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL1159.json,0,one_step,1,4.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.8181818181818183,0.18181818181818166,1.0,7,0
MUL1159.json,0,one_step,2,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,12,0
MUL1159.json,0,one_step,4,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,14,0
MUL1159.json,0,one_step,6,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,14,0
MUL1159.json,0,one_step,unlimited,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,14,0
MUL1159.json,0,completion,0,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1159.json,0,completion,1,4.0,0,2,0,0,0,2,2.0,1,1,0,0,0,0,2.0,2.0,0.0,0.0,0,0
MUL1159.json,0,completion,2,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,0,0
MUL1159.json,0,completion,4,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,0,0
MUL1159.json,0,completion,6,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,0,0
MUL1159.json,0,completion,unlimited,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,0,0
MUL1159.json,0,depth2,0,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL1159.json,0,depth2,1,4.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.8181818181818183,0.18181818181818166,1.0,7,0
MUL1159.json,0,depth2,2,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,21,0
MUL1159.json,0,depth2,4,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,depth2,6,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,depth2,unlimited,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,depth3,0,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL1159.json,0,depth3,1,4.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.8181818181818183,0.18181818181818166,1.0,7,0
MUL1159.json,0,depth3,2,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,21,0
MUL1159.json,0,depth3,4,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,44,0
MUL1159.json,0,depth3,6,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,44,0
MUL1159.json,0,depth3,unlimited,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,44,0
MUL1159.json,0,generic2,0,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL1159.json,0,generic2,1,4.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.8181818181818183,0.18181818181818166,1.0,7,0
MUL1159.json,0,generic2,2,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,21,0
MUL1159.json,0,generic2,4,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,generic2,6,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,generic2,unlimited,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,no_scope,0,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL1159.json,0,no_scope,1,4.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.8181818181818183,0.18181818181818166,1.0,7,0
MUL1159.json,0,no_scope,2,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,21,0
MUL1159.json,0,no_scope,4,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,no_scope,6,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,no_scope,unlimited,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,request_specific,0,4.0,0,2,0,0,0,2,2.0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1,0
MUL1159.json,0,request_specific,1,4.0,0,2,0,1,0,1,1.0,1,1,0,0,0,0,2.0,1.8181818181818183,0.18181818181818166,1.0,7,0
MUL1159.json,0,request_specific,2,4.0,0,2,0,1,0,1,1.0,2,2,0,0,0,0,2.0,1.0,1.0,1.0,21,0
MUL1159.json,0,request_specific,4,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,request_specific,6,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,request_specific,unlimited,4.0,0,2,1,2,0,0,0,4,4,0,0,0,0,2.0,0.0,2.0,2.0,35,0
MUL1159.json,0,ideal_depth2,0,4.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
MUL1159.json,0,ideal_depth2,1,4.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
